1559195815811341824,61.34365,-1.43589,-3.57056,0.99719,-0.07089,0.02340,0.00574,7.24131,-0.06941,-0.47778,
1559195816011360768,62.81029,-1.43838,-3.63885,0.99675,-0.07638,0.02428,0.00813,7.41177,0.01213,-0.30368,
1559195816211515392,64.27899,-1.42683,-3.70182,0.99675,-0.07436,0.02957,0.00970,7.44652,-0.00452,-0.34092,
1559195816411356928,65.73882,-1.41429,-3.78558,0.99695,-0.07036,0.03205,0.01073,7.46293,0.06821,-0.48101,
1559195816611323904,67.21200,-1.38875,-3.88788,0.99681,-0.07199,0.03239,0.01182,7.47722,0.08417,-0.49173,
1559195816811418624,68.69832,-1.38087,-3.98618,0.99695,-0.07059,0.03070,0.01269,7.50735,0.05943,-0.50391,
1559195817011346688,70.19534,-1.35764,-4.08306,0.99687,-0.07267,0.02802,0.01357,7.54816,0.13454,-0.46336,
1559195817211316992,71.69148,-1.33212,-4.17174,0.99681,-0.07385,0.02623,0.01500,7.62304,0.08541,-0.41724,
1559195817411499264,73.20559,-1.31213,-4.25392,0.99688,-0.07209,0.02792,0.01621,7.66548,0.17632,-0.40151,
1559195817611278080,74.72067,-1.28771,-4.33411,0.99690,-0.07171,0.02709,0.01782,7.64327,0.05970,-0.44658,
1559195817811410432,76.23604,-1.25660,-4.41893,0.99694,-0.07155,0.02425,0.01996,7.70396,0.21464,-0.43206,
1559195818011551744,77.75515,-1.20483,-4.49369,0.99677,-0.07229,0.02680,0.02241,7.78515,0.24561,-0.36858,
1559195818211598080,79.30860,-1.15479,-4.56897,0.99663,-0.07209,0.03058,0.02428,7.80655,0.29199,-0.45787,
1559195818412924160,80.85930,-1.08753,-4.67164,0.99667,-0.07037,0.03174,0.02623,7.82092,0.27642,-0.51706,
1559195818611355392,82.46236,-1.02719,-4.77278,0.99685,-0.06739,0.03062,0.02836,7.87092,0.31768,-0.54981,
1559195818811206656,84.06029,-0.94332,-4.87818,0.99688,-0.06608,0.03071,0.03045,7.95418,0.40005,-0.51438,
1559195819011385856,85.64610,-0.85875,-4.97021,0.99695,-0.06385,0.03096,0.03259,7.98985,0.42263,-0.52353,
1559195819211463424,87.21785,-0.76232,-5.07192,0.99698,-0.06221,0.03084,0.03472,8.02867,0.45560,-0.54143,
1559195819411390976,88.78827,-0.66944,-5.16454,0.99708,-0.05943,0.03088,0.03682,8.07249,0.49288,-0.53622,
1559195819611264512,90.38575,-0.58742,-5.25882,0.99708,-0.05823,0.03040,0.03900,8.11381,0.50619,-0.53760,
1559195819811170816,91.95118,-0.48555,-5.33562,0.99724,-0.05414,0.02968,0.04120,8.16218,0.52691,-0.51744,
1559195820011408640,93.55849,-0.36130,-5.42177,0.99730,-0.05131,0.03001,0.04322,8.19584,0.57805,-0.50202,
1559195820211631872,95.10381,-0.24144,-5.49835,0.99733,-0.04862,0.02987,0.04548,8.21526,0.60659,-0.50971,
1559195820411205888,96.71738,-0.10994,-5.60941,0.99726,-0.04825,0.02949,0.04768,8.25974,0.64114,-0.52528,
1559195820611539968,98.27631,0.03279,-5.69861,0.99722,-0.04743,0.02913,0.04957,8.28114,0.67389,-0.51557,
1559195820811433728,99.85995,0.19318,-5.80097,0.99719,-0.04748,0.02911,0.05008,8.31829,0.68639,-0.51677,
1559195821011616256,101.46715,0.34587,-5.89033,0.99723,-0.04622,0.02893,0.05066,8.33918,0.68712,-0.51509,
1559195821211248896,103.06477,0.49235,-5.98410,0.99726,-0.04607,0.02681,0.05131,8.35501,0.70587,-0.51652,
1559195821411411968,104.72412,0.62204,-6.06150,0.99730,-0.04471,0.02678,0.05180,8.42673,0.70405,-0.46041,
1559195821611457536,106.31768,0.77267,-6.13560,0.99730,-0.04327,0.02826,0.05213,8.43441,0.69689,-0.45990,
1559195821811397376,107.94425,0.92737,-6.21896,0.99732,-0.04178,0.02905,0.05256,8.45488,0.70632,-0.49489,
1559195822011538432,109.62242,1.07799,-6.31359,0.99731,-0.04128,0.02944,0.05290,8.49126,0.70169,-0.50660,
1559195822211341824,111.25650,1.23017,-6.41282,0.99732,-0.04031,0.03011,0.05313,8.53477,0.72792,-0.51841,
1559195822411474944,112.94339,1.36575,-6.51486,0.99727,-0.04002,0.03138,0.05346,8.57203,0.70146,-0.52900,
1559195822611546624,114.50938,1.52484,-6.62833,0.99729,-0.03857,0.03096,0.05444,8.57352,0.72803,-0.57223,
1559195822811338496,116.20260,1.68668,-6.72793,0.99722,-0.03874,0.03071,0.05575,8.62789,0.77272,-0.55318,
1559195823011322880,117.89484,1.86123,-6.83099,0.99716,-0.03766,0.03182,0.05694,8.67874,0.79365,-0.55365,
1559195823211408896,119.61231,2.01890,-6.92554,0.99714,-0.03605,0.03193,0.05829,8.69450,0.82174,-0.58420,
1559195823411236608,121.34307,2.21054,-7.02864,0.99719,-0.03416,0.03000,0.05950,8.70956,0.83801,-0.58439,
1559195823611372288,123.09780,2.38541,-7.13008,0.99723,-0.03262,0.02765,0.06088,8.75452,0.88261,-0.54250,
1559195823813442816,124.85401,2.55025,-7.21086,0.99718,-0.03226,0.02647,0.06242,8.80806,0.90250,-0.48307,
1559195824011324416,126.57433,2.73078,-7.26802,0.99714,-0.03051,0.02694,0.06369,8.84525,0.92226,-0.45659,
1559195824211382272,128.33219,2.94305,-7.35204,0.99700,-0.03052,0.02903,0.06487,8.88894,0.96009,-0.46899,
1559195824411594496,130.10060,3.15821,-7.46273,0.99687,-0.02973,0.03126,0.06628,8.91128,0.97905,-0.52689,
1559195824612057856,131.86273,3.30436,-7.54573,0.99678,-0.02723,0.03109,0.06876,8.92286,0.98346,-0.55728,
1559195824811469824,133.62400,3.58396,-7.68479,0.99670,-0.02798,0.02883,0.07056,8.95574,1.05462,-0.54839,
1559195825011556096,135.40068,3.81791,-7.79546,0.99656,-0.02845,0.02782,0.07264,9.01846,1.12018,-0.50718,
1559195825211514624,137.17637,4.08437,-7.90857,0.99642,-0.02804,0.02874,0.07438,9.05865,1.17033,-0.50229,
1559195825411332096,138.96686,4.34179,-8.01006,0.99625,-0.02809,0.02948,0.07638,9.07705,1.22587,-0.53715,
1559195825611592704,140.75967,4.60491,-8.13841,0.99611,-0.02832,0.02876,0.07832,9.10419,1.26458,-0.55880,
1559195825811484672,142.55251,4.87981,-8.26039,0.99595,-0.02870,0.02896,0.08009,9.18374,1.30861,-0.53490,
1559195826011461120,144.35124,5.15070,-8.36946,0.99575,-0.02883,0.03128,0.08168,9.21851,1.34574,-0.54442,
1559195826211579392,146.14235,5.42828,-8.49578,0.99563,-0.02889,0.03141,0.08310,9.23085,1.36947,-0.60953,
